description,user_tags,title,license_name,user_nsid,image_extension_original,longitude,image_id,license_url,date_uploaded,date_taken,latitude,image_url,user_nickname,capture_device
The view of my street after some rain.,"['aurora', 'flash', 'flood', 'iphone', 'night', 'rain', 'water']",A little rain,Attribution License,29418515@N02,jpg,,9470346377,http://creativecommons.org/licenses/by/2.0/,1376055933,2013-08-08 20:23:28.0,,http://www.flickr.com/photos/29418515@N02/9470346377/,mikeylemoi,Apple iPhone 4S
,"['flooding', 'trottick']",Flood damage at trottick Ponds LNR 2012/13,Attribution-NonCommercial-NoDerivs License,102975858@N08,jpg,,12285137995,http://creativecommons.org/licenses/by-nc-nd/2.0/,1391423960,2012-12-27 12:04:44.0,,http://www.flickr.com/photos/102975858@N08/12285137995/,Countryside Rangers,"EASTMAN KODAK COMPANY KODAK EASYSHARE Camera, M23"
lost harvest,"['宮城県', '石巻', '飯野川', 'iinokawa', 'ishinomaki', 'miyagi prefecture']",flooded fields,Attribution License,48024574@N00,jpg,,5541883714,http://creativecommons.org/licenses/by/2.0/,1300589638,2011-03-12 14:20:37.0,,http://www.flickr.com/photos/48024574@N00/5541883714/,jmettraux,RICOH GR DIGITAL 3
,"['building', 'haus', 'montreux', 'schweiz', 'suisse', 'switzerland']",Montreux  2011-12-26 um 14-22-40,Attribution-NonCommercial License,66073861@N05,jpg,6.91,6600831297,http://creativecommons.org/licenses/by-nc/2.0/,1325260422,2011-12-26 14:22:40.0,46.436166,http://www.flickr.com/photos/66073861@N05/6600831297/,lukask 75,Canon PowerShot G12
,"['europe', 'kostas', 'leire', 'road trip']",IMG_2041,Attribution-NonCommercial-ShareAlike License,36017897@N00,jpg,,3885995727,http://creativecommons.org/licenses/by-nc-sa/2.0/,1252054428,2009-08-31 09:18:34.0,,http://www.flickr.com/photos/36017897@N00/3885995727/,KonstantinosDelta,Canon PowerShot A620
"Taken from Novy Most, Bratislava during the Danube flood of June, 2009",[],The Beach Bar,Attribution-ShareAlike License,29687681@N05,gif,,4355060977,http://creativecommons.org/licenses/by-sa/2.0/,1266132788,2010-02-14 18:33:08.0,,http://www.flickr.com/photos/29687681@N05/4355060977/,nicothodius,
Hungarian parliament with the Danube during the 2006 spring flood.,"['april', 'architecture', 'budapest', 'city', 'cityscape', 'danube', 'europe', 'flood', 'parliament', 'river', 'spring', 'traffic', 'urban', 'water']",Hungarian Parliament,Attribution-NonCommercial License,61923415@N00,jpg,19.039376,375409286,http://creativecommons.org/licenses/by-nc/2.0/,1170242393,2006-04-04 03:19:53.0,47.507131,http://www.flickr.com/photos/61923415@N00/375409286/,János Szüdi,
,"['blue', 'building', 'clouds', 'green', 'mesh', 'schönbrunn', 'sky', 'taubenhaus', 'vienna', 'wien', 'yellow']",taubenhaus,Attribution-NonCommercial-NoDerivs License,58272360@N00,jpg,16.312347,2585435994,http://creativecommons.org/licenses/by-nc-nd/2.0/,1213651046,2008-06-10 16:25:52.0,48.182054,http://www.flickr.com/photos/58272360@N00/2585435994/,salynaz,KONICA MINOLTA DYNAX 5D
To ward off cabin fever during the recent rain we tried to make a boat out of an old copy of the Guardian to sail majestically over the flooded patio. It sank around 10 seconds after this picture!,"['18:2012', '52weeks', 'flooding']",Week 18 - Soggy Sunday,Attribution License,73706993@N07,jpg,-2.006833,7132758211,http://creativecommons.org/licenses/by/2.0/,1335896957,2012-04-29 20:16:29.0,52.430833,http://www.flickr.com/photos/73706993@N07/7132758211/,mjeshenton,Apple iPhone 4
Minolta Maxxum 50 | 35mm,"['buildings', 'cars', 'city', 'costa rica', 'people', 'road', 'street', 'town', 'trucks', 'urban']",Street,Attribution-NonCommercial License,23458617@N00,jpg,-84.081459,355040352,http://creativecommons.org/licenses/by-nc/2.0/,1168625559,2005-10-12 23:58:54.0,9.931145,http://www.flickr.com/photos/23458617@N00/355040352/,Garret Voight,
"Best of the Road 2012 Baker City Oregon one of Rand McNally and USA Today’s six most beautiful small towns in the US 

Baker City Oregon was named one of Rand McNally and USA TODAY’s Bestoftheroad most beautiful small towns, six finalists for the second year in a row in 2012.  The Best of the Road judges “Two For The Road”, and Travel Channel film crew visited Baker City in July and spent two days exploring this charming and historic Eastern Oregon community.    During their two day visit the judges explored Baker City’s award winning historic Downtown, enjoyed a sunset dinner at the Oregon Trail Interpretive Center wagon encampment, went fly fishing on the Powder River and Rose the Sumpter Valley Railroad as they explored the Elkhorn Scenic Byway 

For more information about Baker City and other Baker County sites, attractions, and special events visit the Baker County Tourism website at <a href=""http://www.basecampbaker.com"" rel=""nofollow"">www.basecampbaker.com</a> . 

For more information about the Rand McNally and USA TODAY’s BestoftheRoad contest visit <a href=""http://www.bestoftheroad.com/town.do?destinationId=6758"" rel=""nofollow"">www.bestoftheroad.com/town.do?destinationId=6758</a>","['“back roads”', '“baker county”', '“baker county tourism”', '“basecamp baker”', '“best of the road”', '“eastern oregon”', '“elkhorn scenic byway”', '“most beautiful small town finalist’', '“rand mcnally”', '“road trip”', '“scenic byway”', '“scenic drive”', '“small town”', '”baker city”', 'basecampbaker', 'bestoftheroad', 'downtown', 'historic', 'history', 'mainstreet', 'oregon', 'roadtrip', 'scenic', 'visitbaker']",Baker County Tourism – basecampbaker.com 5299,Attribution-NoDerivs License,38506525@N04,jpg,,7699673482,http://creativecommons.org/licenses/by-nd/2.0/,1343934826,2012-07-07 00:03:34.0,,http://www.flickr.com/photos/38506525@N04/7699673482/,Base Camp Baker,NIKON CORPORATION NIKON D7000
"Scenes of Shanghai, Skyline, flooding, dogs, and Xinhua News Agency

Photo: Courtesy of McMaster Institute for Sustainable Development in Commerce

<a href=""http://www.PeacePlusOne.cn"" rel=""nofollow"">www.PeacePlusOne.cn</a>
<a href=""http://www.SustainabilitySymbol.com"" rel=""nofollow"">www.SustainabilitySymbol.com</a>","['(c) mcmaster institute for sustainable development in commerce', 'climate change', 'economy', 'environment', 'global warming', 'green', 'how can i help', 'photo: philip mcmaster', 'save the planet', 'shanghai', 'shanghai expo 2010', 'society', 'solutions', 'sustainability', 'symbol', 'thinking', 'travel', 'what can i do', 'xinhua news agency']",Xinhua News Agency Shanghai Bureau _3505,Attribution-NonCommercial License,7300793@N06,jpg,,3779770357,http://creativecommons.org/licenses/by-nc/2.0/,1249200426,2009-07-29 15:52:57.0,,http://www.flickr.com/photos/7300793@N06/3779770357/,\!/_PeacePlusOne,Canon PowerShot G7
,"['bridge', 'cars', 'road', 'road trip', 'travel', 'united states']",,Attribution-NonCommercial-ShareAlike License,41506138@N06,jpg,-73.8865,8088708278,http://creativecommons.org/licenses/by-nc-sa/2.0/,1350266823,2012-09-28 10:24:39.0,41.07,http://www.flickr.com/photos/41506138@N06/8088708278/,charisevl,Apple iPhone 4
,"['china', 'flood', 'nanchong', 'river']",little river risen,Attribution-NonCommercial-ShareAlike License,89816840@N00,jpg,106.108703,4855823774,http://creativecommons.org/licenses/by-nc-sa/2.0/,1280804258,2010-07-24 05:55:43.0,30.782105,http://www.flickr.com/photos/89816840@N00/4855823774/,Jjackunrau,Canon PowerShot G9
,"['#perthhailstorm', '#perthstorm', 'flooding', 'perth', 'storm']",Waterfall,Attribution-NonCommercial-NoDerivs License,29007050@N00,jpg,,4454075556,http://creativecommons.org/licenses/by-nc-nd/2.0/,1269256517,2010-03-22 16:41:57.0,,http://www.flickr.com/photos/29007050@N00/4454075556/,eysteina,LEICA D-LUX 3
,"['building', 'portland', 'trip']",01-NearbyBuilding,Attribution-ShareAlike License,11534725@N04,png,-122.681213,9892658854,http://creativecommons.org/licenses/by-sa/2.0/,1379923845,2013-09-23 01:10:45.0,45.525398,http://www.flickr.com/photos/11534725@N04/9892658854/,yoruhana,
Another wet street photo. I really like how this set came out. I used to work at Mc Donalds on this street (just out of shot),"['derby', 'night', 'st. peters street', 'wet']","St. Peters Street, Derby",Attribution-NonCommercial-NoDerivs License,75618314@N00,jpg,-2.021484,168146841,http://creativecommons.org/licenses/by-nc-nd/2.0/,1150438701,2003-08-28 21:06:40.0,53.696706,http://www.flickr.com/photos/75618314@N00/168146841/,Creative Nickie,FUJIFILM FinePix F401
"I drove through this in the Toyonka, but the van does it easier","['2009', 'autumn', 'bubbleton', 'crackwell', 'flickr', 'flooding', 'gales', 'joy', 'joysaphine', 'november', 'pembrokeshire', 'penally', 'rain', 'tenby', 'wales', 'water', 'waves', 'weather', 'whitewell', 'wind', 'winter']",Whitewelll flooding,Attribution-NonCommercial License,25530030@N02,jpg,-4.747295,4108319259,http://creativecommons.org/licenses/by-nc/2.0/,1258370397,2009-11-14 14:06:59.0,51.657435,http://www.flickr.com/photos/25530030@N02/4108319259/,joysaphine,"SAMSUNG TECHWIN CO., LTD. Samsung S1065"
"Approximately 11:00am we took a walk around the neighborhood and this is what we saw.

Hurricane Irene - Town of Shandaken, Hamlet of Phoenicia - August 28 2011.

For additional information on the devastation caused by Hurricane Irene: 
<a href=""http://www.watershedpost.com/tags/hurricane-irene"" rel=""nofollow"">www.watershedpost.com/tags/hurricane-irene</a>","['catskills', 'flooding', 'hurricane', 'irene', 'ny', 'phoenicia', 'shandaken', 'shokan']",IMG_0259,Attribution License,36132330@N08,jpg,-74.315557,6109249450,http://creativecommons.org/licenses/by/2.0/,1315060545,2011-08-28 08:40:44.0,42.082836,http://www.flickr.com/photos/36132330@N08/6109249450/,Into The Whirled,Canon PowerShot SD780 IS
,"['flood', 'piave', 'sandonàdipiave']",san donà 2655,Attribution-NonCommercial-NoDerivs License,9464511@N08,jpg,12.564926,5287810795,http://creativecommons.org/licenses/by-nc-nd/2.0/,1293209853,2010-12-24 15:55:15.0,45.625533,http://www.flickr.com/photos/9464511@N08/5287810795/,ilcaimano,Canon EOS 450D
,"['2006', 'catskills', 'flood', 'june', 'river']",IMG_0003,Attribution-NonCommercial-ShareAlike License,34589965@N00,jpg,,179845457,http://creativecommons.org/licenses/by-nc-sa/2.0/,1151855714,2006-06-26 16:21:01.0,,http://www.flickr.com/photos/34589965@N00/179845457/,Michael Hollander,Canon PowerShot S400
Random Armenian kid.,"['armenia', 'armenian', 'bike', 'boy', 'child', 'kid', 'peace corps', 'portrait', 'riding', 'road']",,Attribution-NonCommercial License,34698905@N00,jpg,44.607238,3643778758,http://creativecommons.org/licenses/by-nc/2.0/,1245497217,2009-06-04 20:34:26.0,40.453347,http://www.flickr.com/photos/34698905@N00/3643778758/,K. Sawyer Photography,Canon EOS DIGITAL REBEL XSi
"Massive amounts of rain from Tropical Storm Irene caused flooding and significant damage across Schenectady, including Schenectady Community College, as shown by this aerial photo taken Monday. (Cara Matthews/Gannett)",[],IMG_0073,Attribution-NonCommercial License,58340751@N05,jpg,,6093968145,http://creativecommons.org/licenses/by-nc/2.0/,1314652332,2011-08-29 13:16:57.0,,http://www.flickr.com/photos/58340751@N05/6093968145/,jcsoup2,Canon PowerShot ELPH 100 HS
"A woman told us that if river flood comes, water surface reaches below window. FYI, this area is about less than a hundred meters from famous Braga of Bandung.","['cikapundung', 'housing', 'populous', 'river']",Cikapundung River of Bandung,Attribution-NonCommercial License,21372148@N00,jpg,107.609195,4800717167,http://creativecommons.org/licenses/by-nc/2.0/,1279351563,2010-07-10 14:13:18.0,-6.917672,http://www.flickr.com/photos/21372148@N00/4800717167/,Ikhlasul Amal,NIKON CORPORATION NIKON D40
The Delaware River in Pennsylvania,"['delawareriver', 'flood', 'flooded', 'flooding', 'pennsylvania', 'river', 'water', 'waterwhereitshouldntbe']",Flooding of the Delaware,Attribution-NonCommercial-NoDerivs License,20381842@N00,jpg,,181291868,http://creativecommons.org/licenses/by-nc-nd/2.0/,1151987517,2006-06-29 15:11:31.0,,http://www.flickr.com/photos/20381842@N00/181291868/,isabisa,Canon PowerShot A520
This river is kayaked. Some of the rapids seem to go on and on making it a bad place to swim. There are also twisted rails in the river left over from a flash flood which wiped this valley clean.,"['cusco', 'peru']",Kayaking?,Attribution-NonCommercial-ShareAlike License,93162664@N00,jpg,,4126949104,http://creativecommons.org/licenses/by-nc-sa/2.0/,1258944176,2009-11-12 06:51:49.0,,http://www.flickr.com/photos/93162664@N00/4126949104/,Kai Bey,RICOH GR Digital
,"['flooding', 'indianapolis', 'soutside']",2008 Indianapolis Flooding,Attribution-NonCommercial-ShareAlike License,27724603@N00,jpg,-86.196311,2559265296,http://creativecommons.org/licenses/by-nc-sa/2.0/,1212866021,2008-06-07 11:47:47.0,39.639318,http://www.flickr.com/photos/27724603@N00/2559265296/,cbteam234,Canon PowerShot A95
,[],The road less travelled,Attribution-NonCommercial-NoDerivs License,60085870@N00,jpg,,8533491812,http://creativecommons.org/licenses/by-nc-nd/2.0/,1362545034,2013-03-05 23:43:54.0,,http://www.flickr.com/photos/60085870@N00/8533491812/,lorigami,
Curving road.,"['car', 'clouds', 'cloudy', 'cold', 'drive', 'explore', 'fog', 'foggy', 'gray', 'green', 'grey', 'hike', 'hiking', 'mountain', 'mt', 'nature', 'rain', 'road', 'street', 'tam', 'tamalpais', 'trees', 'wet']",#curved,Attribution-NonCommercial-NoDerivs License,24216824@N06,jpg,,8359754197,http://creativecommons.org/licenses/by-nc-nd/2.0/,1357627820,2013-01-05 19:09:23.0,,http://www.flickr.com/photos/24216824@N06/8359754197/,catherineshyu,Canon EOS 50D
,"['abbey building', 'baker street', 'building', 'london']",Abbey Building,Attribution-NonCommercial-ShareAlike License,17417793@N00,jpg,,2554459814,http://creativecommons.org/licenses/by-nc-sa/2.0/,1212693543,2008-06-05 18:50:33.0,,http://www.flickr.com/photos/17417793@N00/2554459814/,Alexandra Mitchell,Canon DIGITAL IXUS 860 IS
"notice the tiny window washer atop the building.

this building looks like an extraterrestrial feces amidst zhujiang new town.","['中国', '广州', '珠江新城', 'china', 'guangzhou', 'opera', 'zaha hadid', 'zhujiang new town']",guangzhou opera,Attribution-NonCommercial License,95253224@N00,jpg,113.250074,4724214120,http://creativecommons.org/licenses/by-nc/2.0/,1277205468,2010-06-09 16:28:11.0,23.1608,http://www.flickr.com/photos/95253224@N00/4724214120/,beelaineo,NIKON CORPORATION NIKON D80
,"['building', 'city', 'london', 'sandstone', 'sky', 'street', 'urban', 'wet']",London street,Attribution-NonCommercial-ShareAlike License,48001787@N06,jpg,,4473322501,http://creativecommons.org/licenses/by-nc-sa/2.0/,1269885981,2010-03-29 14:37:19.0,,http://www.flickr.com/photos/48001787@N06/4473322501/,jamiemonsteroo,Canon EOS 450D
"This flooding happened when one of the straggler bands from Tropical Storm Fay dumped several inches of rain at my house. Ironically, we got more rain after Fay was gone then when it was here.","['fay', 'flooding', 'gainesville', 'tropical storm fay', 'tsfay']",Flooding at my house,Attribution-NonCommercial-ShareAlike License,53228494@N00,jpg,,2805710601,http://creativecommons.org/licenses/by-nc-sa/2.0/,1219943712,2008-08-24 14:52:06.0,,http://www.flickr.com/photos/53228494@N00/2805710601/,sassycrafter,Canon PowerShot SD850 IS
"0 -1EV  1EV
The small ""Fouzon"" river becomes slightly bigger than usual.
-*-*-*-*-*-*-*-*-*-*-*-*-*-
La petite rivière ""Fouzon"" un peu plus grande que d'habitude.
-*-*-*-*-*-*-*-*-*-*-*-*-*-
El pequeño río ""Fouzon"" un poco más grande de lo normal.","['docteurchristophe', 'flood', 'hdr', 'inondation', 'inundacion']",L'eau est là !,Attribution-NonCommercial-ShareAlike License,80179093@N00,jpg,1.544036,6553811105,http://creativecommons.org/licenses/by-nc-sa/2.0/,1324558307,2011-12-22 11:39:43.0,47.251562,http://www.flickr.com/photos/80179093@N00/6553811105/,docteur_chris,DMC-TZ10
,"['austin', 'austin, tx', 'flood', 'rapids', 'town lake']",P1010375.JPG,Attribution-ShareAlike License,87839404@N00,jpg,,678395258,http://creativecommons.org/licenses/by-sa/2.0/,1183256292,2007-06-30 16:16:19.0,,http://www.flickr.com/photos/87839404@N00/678395258/,John of Austin,Panasonic DMC-TZ1
Seat building and performance of 'The Small Time' by Ramshacklicious as part of community weekend with Tangentfield and Theatre Orchard photos Sally Arthur,"['biglocal', 'fairshare', 'north', 'somerset', 'tangentifled', 'worle']",Big Local - Worle,Attribution-NonCommercial-NoDerivs License,39102287@N02,jpg,,8067572697,http://creativecommons.org/licenses/by-nc-nd/2.0/,1349715809,2012-10-08 18:03:29.0,,http://www.flickr.com/photos/39102287@N02/8067572697/,"The Theatre Orchard, North Somerset",
,"['2011', 'arena', 'equestrian', 'flood', 'flooded', 'grant county', 'horse arena', 'horses', 'john day river', 'june', 'oregon', 'prairie city']",Flooded arena,Attribution License,28585409@N04,jpg,-118.600158,5816301438,http://creativecommons.org/licenses/by/2.0/,1307651323,2011-06-06 19:17:40.0,44.419467,http://www.flickr.com/photos/28585409@N04/5816301438/,"Sam Beebe, Ecotrust",NIKON CORPORATION NIKON D90
"Water covers downtown Mobile, Ala., as Hurricane Katrina hit the Gulf Coast on Sunday, August 29, 2005.","['alabama', 'dauphinisland', 'flood', 'hurricane', 'island', 'katrina', 'mobile', 'storm']",Hurricane Katrina,Attribution License,45467976@N00,jpg,,110282499,http://creativecommons.org/licenses/by/2.0/,1141953637,2005-08-29 12:19:51.0,,http://www.flickr.com/photos/45467976@N00/110282499/,au_tiger01,Canon EOS-1D
Yes.  My house.,"['beaverton', 'flooding', 'oregon']",Flooding 11-1-05_10,Attribution-NonCommercial-ShareAlike License,82777265@N00,jpg,,128593004,http://creativecommons.org/licenses/by-nc-sa/2.0/,1145055558,2005-11-01 09:00:00.0,,http://www.flickr.com/photos/82777265@N00/128593004/,Chuckwrox,"OLYMPUS OPTICAL CO.,LTD C3100Z,C3020Z"
The most bizarre hot spring swimming pool ever. There were Tibetan workers in the construction site next door that kept throwing debris into the pool to spite the Chinese Tourist. Heh.,['tibet'],IMG_5751,Attribution-NonCommercial-NoDerivs License,77986264@N00,jpg,,976202486,http://creativecommons.org/licenses/by-nc-nd/2.0/,1185986712,2007-07-08 02:55:19.0,,http://www.flickr.com/photos/77986264@N00/976202486/,sputnikrent,Canon EOS 30D
spring flood tide in the Thames,"['flood', 'london', 'river', 'springtide', 'thames']",Spring tide,Attribution License,21372046@N00,jpg,,2437609650,http://creativecommons.org/licenses/by/2.0/,1208988812,2008-04-21 16:07:50.0,,http://www.flickr.com/photos/21372046@N00/2437609650/,AndyRobertsPhotos,Canon DIGITAL IXUS 70
Turn off to enter the Beartown State Forest road,"['berkshires', 'cycling']",DSC08571.JPG,Attribution License,72067337@N00,jpg,-73.285245,2543549864,http://creativecommons.org/licenses/by/2.0/,1212367464,2008-06-01 13:37:20.0,42.276276,http://www.flickr.com/photos/72067337@N00/2543549864/,bikeride,SONY DSC-P100
"The Environment Agency are using the power of the railway to move heavy rock material to help repair a flood coastal defence scheme at Minehead. Until January 2011, the Environment Agency will build a 130 metre section of rock armour in front of the existing ridge which includes the coast path near to the Minehead and West Somerset Golf Course. The new structure will help keep the shingle material in place and to dissipate some of the energy of westerly waves, to reduce the risk of flooding to homes and businesses in Minehead, including Butlins holiday camp and the golf course. The West Somerset Railway will be helping to minimise disruption and reduce the number of heavy lorry movements by conveying stone trains from the mainline network to Minehead. The trains - headed by diesel locomotives throughout - will run from the Mendip quarries and the rock armour will offloaded near Minehead station and carried by road a short distance along the seafront. ""We were pleased to see heavy freight trains back on the branch line and being worked by us in what over the years has become a well-tuned operation. We will always be pleased to help in the future and where possible reduce the number of lorry movements on the local road network."" said West Somerset Railway General Manager Paul Conibeare. And Cllr Chris Morgan, Deputy Leader and Lead Member for the Environment at West Somerset Council, said ""I commend this innovative partnership working which significantly reduces the need for heavy lorries to use our narrow country roads. I am delighted to see these essential works get underway to strengthen this vulnerable stretch of coast to help ensure the future safety of the local community.""","['class 66', 'rail', 'wsr']",A rather rare sight - Stuad70 sitting on the fence.,Attribution License,81033635@N00,jpg,-3.192794,5167090812,http://creativecommons.org/licenses/by/2.0/,1289490805,2010-11-10 12:41:24.0,51.052469,http://www.flickr.com/photos/81033635@N00/5167090812/,stuad70,Canon EOS 300D DIGITAL
,"['flood', 'iphone', 'iphone5', 'iphoneography']",MOVE IT!,Attribution-ShareAlike License,10978503@N00,jpg,-1.55,8086829558,http://creativecommons.org/licenses/by-sa/2.0/,1350233593,2012-10-12 08:18:14.0,55.052333,http://www.flickr.com/photos/10978503@N00/8086829558/,Glen Bowman,Apple iPhone 5
,"['africa', 'kruger national park', 'kruger park', 'mpumalanga', 'safari', 'south africa', 'wildlife']",Tarmac ripped off the road by floods,Attribution License,45189308@N00,jpg,31.720122,7281458590,http://creativecommons.org/licenses/by/2.0/,1338147343,2012-01-30 11:16:40.0,-24.955862,http://www.flickr.com/photos/45189308@N00/7281458590/,Mister-E,Canon DIGITAL IXUS 80 IS
"The intention is good, to ensure that people can walk past, but on the narrower paths the gap between the wall and the tables is so narrow that once customers arrive, nobody can squeeze through.  Previously, the tables were up against the wall and there was a lot more room to get past.","['aus', 'australia', 'chester street', 'city of monash', 'monash city council', 'oakleigh', 'obstruction', 'shop', 'victoria']",New City of Monash regulations on footpath trading don't work well here,Attribution-NonCommercial-NoDerivs License,47322737@N00,jpg,145.091,6118983862,http://creativecommons.org/licenses/by-nc-nd/2.0/,1315276335,2011-09-03 07:27:37.0,-37.8995,http://www.flickr.com/photos/47322737@N00/6118983862/,ajft,Apple iPhone 4
It rained really hard,"['plants', 'rain']",flood,Attribution License,85824217@N00,jpg,-111.926779,233572189,http://creativecommons.org/licenses/by/2.0/,1157356818,2006-08-24 16:33:53.0,33.50275,http://www.flickr.com/photos/85824217@N00/233572189/,TheChanel,NIKON COOLPIX L3
"I liked this walk along the Wear at Stanhope. I think the bridge in the background of the image is part of the Weardale Railway, but it's been a while since I've been there so I'm not sure.","['bridge', 'country', 'countryside', 'county durham', 'h2o', 'rail', 'railway', 'railway bridge', 'river', 'river wear', 'riverside', 'rural', 'stanhope', 'stone wall', 'stones', 'town', 'trains', 'trees', 'wear', 'wear valley', 'weardale']",The Wear at Stanhope 2,Attribution-NonCommercial-ShareAlike License,84095300@N00,jpg,-2.005198,4935486534,http://creativecommons.org/licenses/by-nc-sa/2.0/,1283018944,2008-09-20 16:10:27.0,54.747099,http://www.flickr.com/photos/84095300@N00/4935486534/,gregwake,Panasonic DMC-FZ18
"Knowing that other's have had damage from Andrea's passage thru, I still wanted to share the view at Riverbirch Shopping Center here in Sanford.  The levels had dropped about a foot or two when I took this pic.","['bb&t', 'flooding', 'riverbirch shopping center', 'sanford, north carolina', 'tropical storm andrea']",Local Flooding,Attribution License,37216036@N05,jpg,-79.202585,8982254393,http://creativecommons.org/licenses/by/2.0/,1370658806,2013-06-07 17:01:27.0,35.487825,http://www.flickr.com/photos/37216036@N05/8982254393/,Donald Lee Pardue,NIKON CORPORATION NIKON D3200
"The Grand Burke Lake, in all its glory.","['boat', 'burke lake', 'lake', 'water']",Burke Lake Park,Attribution-NonCommercial-ShareAlike License,30952578@N00,jpg,-77.30144,7408162,http://creativecommons.org/licenses/by-nc-sa/2.0/,1111778527,2004-05-08 18:31:48.0,38.761207,http://www.flickr.com/photos/30952578@N00/7408162/,joshbousel,SONY CYBERSHOT
"This lot of photos were from May last year.  It had rained for weeks, and every weekend was wet.  This was the first fine Saturday in ages... and how beautiful it was..","['manning river', 'martin bridge', 'river', 'riverbank']",The Rain has Gone...,Attribution-NoDerivs License,60444288@N00,jpg,,8476209882,http://creativecommons.org/licenses/by-nd/2.0/,1360932560,2012-05-06 14:16:37.0,,http://www.flickr.com/photos/60444288@N00/8476209882/,Jeanette's Ozpix,Panasonic DMC-FH25
,"['floods', 'leamington spa', 'water']",DSC09453,Attribution-NonCommercial-NoDerivs License,95839613@N00,jpg,,864948098,http://creativecommons.org/licenses/by-nc-nd/2.0/,1185030347,2007-07-21 15:05:09.0,,http://www.flickr.com/photos/95839613@N00/864948098/,bluedwarf,SONY DSC-F828
Notice the workers on the roof!,"['flood', 'lowell', 'ma']",sewage station,Attribution-NonCommercial-ShareAlike License,82098249@N00,jpg,-71.311182,152286760,http://creativecommons.org/licenses/by-nc-sa/2.0/,1148431745,2006-05-15 21:11:03.0,42.650232,http://www.flickr.com/photos/82098249@N00/152286760/,dowcet,Canon PowerShot A50
,"['boy', 'delhi', 'door', 'fair', 'flood', 'green', 'hanging', 'jeans', 'journey', 'raichur', 'rocks', 'smile', 'stones', 'strips', 'swing', 'track', 'train', 'victim', 'window', 'young']",Trip to heaven,Attribution-NonCommercial License,27396600@N02,jpg,,4051632047,http://creativecommons.org/licenses/by-nc/2.0/,1256710688,2009-10-28 11:48:08.0,,http://www.flickr.com/photos/27396600@N02/4051632047/,moosa_khan,
"View downstream from the Cotter dam. The pedestrian walkway has been resealed now after the flooding earlier in the year.

Canon Rebel 2000, EF 40/f2.8 lens, Kodak Gold 200 film.","['35mm', 'canberra', 'canon', 'cotter dam', 'ef40/2.8', 'film', 'gold 200', 'kodak', 'rebel 2000']",Frame 6,Attribution-NonCommercial-NoDerivs License,29027792@N04,jpg,148.942379,9415578308,http://creativecommons.org/licenses/by-nc-nd/2.0/,1375355253,2012-09-02 00:00:04.0,-35.321629,http://www.flickr.com/photos/29027792@N04/9415578308/,njcull,HDR Studio Beta
Footbridge over River Medlock at Park Bridge near Fairbottom Bobs,"['bridge', 'e500', 'landscape', 'medlock', 'olympus', 'park bridge', 'river']",River Medlock,Attribution-NonCommercial License,36913277@N00,jpg,-2.09738,2237217478,http://creativecommons.org/licenses/by-nc/2.0/,1201973670,2008-02-02 15:23:19.0,53.514899,http://www.flickr.com/photos/36913277@N00/2237217478/,slaup,OLYMPUS IMAGING CORP. E-500
today is the 14th day in the hotel and counting.,"['2010', 'cleo', 'dog', 'flood', 'hotel']",hotel life.,Attribution-NonCommercial-NoDerivs License,31699569@N00,jpg,,4373410594,http://creativecommons.org/licenses/by-nc-nd/2.0/,1266685822,2010-02-14 13:16:51.0,,http://www.flickr.com/photos/31699569@N00/4373410594/,Kristina B,Canon EOS DIGITAL REBEL XT
"Massive flood gate built into the levy surrounding Cairo, Illinois. We weren't sure if it was made to keep the waters out or the people of Cairo in.","['cairo', 'flood gate', 'illinois', 'levy']","Abandon Hope, All Ye Who Enter",Attribution-NonCommercial-ShareAlike License,39594429@N04,jpg,-89.185702,4802908281,http://creativecommons.org/licenses/by-nc-sa/2.0/,1279415682,2009-06-09 15:53:26.0,37.021297,http://www.flickr.com/photos/39594429@N04/4802908281/,eJourna,FUJIFILM FinePix S5200
"Even though the excavation only began on Monday, by Thursday workers had already dragged the rail to the construction site in preparation for constructing the Southbound (Inbound) track on Broadway between Pine & Pike Streets.","['#fhsconstruction', 'first hill streetcar', 'reach a', 'seattle', 'streetcar']",From Pine to Pike (looking South),Attribution License,20922999@N02,jpg,-122.320919,7847511926,http://creativecommons.org/licenses/by/2.0/,1345764342,2012-08-23 13:16:28.0,47.614958,http://www.flickr.com/photos/20922999@N02/7847511926/,Gordon Werner,Google Nexus One
"<a href=""http://loc.alize.us/#/flickr:2885964054"">See where this picture was taken.</a> <a href=""http://www.flickr.com/groups/geotagging/discuss/72157594165549916/"">[?]</a>","['浅草', 'asakusa', 'asia', 'asie', 'building', 'japan', 'japon', 'pachinko', 'parlor', 'street', 'tokyo', 'urban', 'urban chaos', 'wire']",Old pachinko parlor,Attribution-ShareAlike License,49462908@N00,jpg,139.79224,2885964054,http://creativecommons.org/licenses/by-sa/2.0/,1222286359,2008-07-23 17:30:34.0,35.713588,http://www.flickr.com/photos/49462908@N00/2885964054/,Stéfan,Panasonic DMC-FX30
note the ice skating court.,['helsinki'],helsinki building,Attribution-NoDerivs License,49503195350@N01,jpg,,4267284843,http://creativecommons.org/licenses/by-nd/2.0/,1263265827,2010-01-19 00:00:06.0,,http://www.flickr.com/photos/49503195350@N01/4267284843/,nandopereira,Canon PowerShot SD600
